"ID";"ReportDate";"TotalInfringementsAmount";"global_id";"SpeedLimitInfringementsAmount";"BusLaneOffenceAmount";"TTKOffenceAmount";"ParkingOffenceAmount";"FormalizedTotalInfringements";"FormalizedSpeedLimitInfringementsAmount";"FormalizedBusLaneOffenceAmount";"FormalizedTTKOffenceAmount";"FormalizedParkingOffenceAmount";
"1649";"05.08.2017";"210419";"638844054";"141465";"65062";"3440";"452";"72718";"63409";"8681";"366";"262";
"1650";"06.08.2017";"193918";"638844058";"118452";"67678";"7788";"0";"42180";"33182";"8175";"823";"0";
"1651";"07.08.2017";"160991";"638844060";"145757";"209";"7559";"7466";"36177";"28825";"0";"493";"6859";
"1652";"08.08.2017";"290351";"638844063";"228627";"51261";"1859";"8604";"167650";"156733";"3373";"356";"7188";
"1653";"09.08.2017";"249820";"638844069";"182565";"56119";"4679";"6457";"163332";"151138";"6097";"601";"5496";
"1654";"10.08.2017";"211316";"638844075";"160595";"36904";"7664";"6153";"130581";"115733";"8372";"1185";"5291";
"1655";"11.08.2017";"190412";"638844079";"127171";"48891";"7487";"6863";"103145";"92275";"3492";"1332";"6046";
"1656";"12.08.2017";"183414";"638844082";"112271";"57981";"7343";"5819";"94558";"80763";"6613";"2038";"5144";
"1657";"13.08.2017";"182745";"638844085";"127438";"47878";"7429";"0";"108653";"102590";"3199";"2864";"0";
"1658";"14.08.2017";"173671";"638844090";"166228";"2358";"100";"4985";"117332";"112840";"406";"1";"4085";
"1659";"15.08.2017";"181708";"638844093";"175741";"337";"49";"5581";"111094";"106179";"0";"0";"4915";
"1660";"16.08.2017";"180307";"638844095";"133778";"39953";"27";"6549";"98314";"90844";"1754";"0";"5716";
"1661";"17.08.2017";"135171";"638844124";"93933";"34732";"6";"6500";"83527";"74313";"3501";"0";"5713";
"1662";"18.08.2017";"100822";"638844126";"76432";"18117";"8";"6265";"67276";"60468";"1315";"0";"5493";
"1663";"19.08.2017";"155853";"638844130";"100965";"49813";"10";"5065";"82094";"73822";"3581";"0";"4691";
"1664";"20.08.2017";"139499";"638844131";"127795";"11704";"0";"0";"72263";"71363";"900";"0";"0";
"1665";"21.08.2017";"198573";"638844132";"140642";"52510";"1";"5420";"114662";"107559";"2478";"0";"4625";
"1666";"22.08.2017";"195838";"638844134";"175069";"15834";"11";"4924";"97184";"92846";"54";"0";"4284";
"1667";"23.08.2017";"188598";"638844136";"174979";"7986";"9";"5624";"104429";"99565";"0";"0";"4864";
"1668";"24.08.2017";"153736";"638844137";"112137";"34973";"0";"6626";"70577";"64917";"3";"0";"5657";
"1669";"25.08.2017";"154547";"638844140";"94026";"53615";"19";"6887";"78009";"68126";"3962";"0";"5921";
"1670";"26.08.2017";"176109";"638844142";"132237";"38307";"11";"5554";"103824";"94299";"4488";"0";"5037";
"1671";"27.08.2017";"163023";"638844144";"146984";"15798";"241";"0";"68435";"66882";"1553";"0";"0";
"1672";"28.08.2017";"159320";"638844147";"95699";"52534";"5736";"5351";"83765";"70817";"7656";"703";"4589";
"1673";"29.08.2017";"145399";"638844148";"74697";"57768";"7581";"5353";"70791";"57094";"8537";"588";"4572";
"1674";"30.08.2017";"158378";"638844149";"108215";"37480";"5828";"6855";"76584";"68934";"871";"896";"5883";
"1675";"31.08.2017";"96578";"638844150";"78505";"10322";"572";"7179";"56928";"50741";"0";"0";"6187";
"1676";"01.09.2017";"102991";"641987977";"78940";"17646";"28";"6377";"59263";"53853";"0";"9";"5401";
"1677";"02.09.2017";"85139";"641987978";"44974";"37016";"10";"3139";"39201";"32783";"3873";"0";"2545";
"1678";"03.09.2017";"162325";"641987980";"143562";"17816";"947";"0";"109207";"106968";"2049";"190";"0";
"1679";"04.09.2017";"145574";"641987981";"87898";"45703";"3109";"8864";"39034";"30624";"876";"420";"7114";
"1680";"05.09.2017";"149789";"641987982";"97696";"42722";"3521";"5850";"77425";"66836";"5617";"5";"4967";
"1681";"06.09.2017";"103200";"641987983";"58378";"31431";"6835";"6556";"55266";"40253";"8436";"1020";"5557";
"1682";"07.09.2017";"132991";"641987985";"80516";"42688";"2553";"7234";"48403";"37013";"4332";"873";"6185";
"1683";"08.09.2017";"132935";"641987986";"91629";"34239";"225";"6842";"21418";"12138";"3310";"40";"5930";
"1684";"09.09.2017";"175577";"641987987";"121848";"46254";"2915";"4560";"81275";"69217";"7758";"1";"4299";
"1685";"10.09.2017";"165740";"641987988";"121108";"44542";"90";"0";"112656";"107070";"5586";"0";"0";
"1686";"11.09.2017";"111672";"641987989";"46568";"56868";"47";"8189";"45852";"34556";"4469";"7";"6820";
"1687";"12.09.2017";"144501";"641987990";"64298";"73612";"827";"5764";"55167";"44351";"6012";"64";"4740";
"1688";"13.09.2017";"107202";"641987991";"59452";"34757";"6538";"6455";"54218";"42517";"5128";"1097";"5476";
"1689";"14.09.2017";"121722";"641987992";"60887";"49717";"4564";"6554";"54846";"44611";"3841";"944";"5450";
"1690";"15.09.2017";"133431";"641987993";"104264";"17592";"5471";"6104";"73402";"66541";"1060";"641";"5160";
"1691";"16.09.2017";"84258";"641987996";"75262";"3695";"949";"4352";"61549";"56953";"275";"298";"4023";
"1692";"17.09.2017";"108263";"641987997";"56882";"38827";"12554";"0";"50010";"40860";"6487";"2663";"0";
"1693";"18.09.2017";"123948";"641987998";"66644";"36827";"14384";"6093";"68357";"54229";"6769";"2251";"5108";
"1694";"19.09.2017";"97239";"641987999";"89914";"936";"1280";"5109";"62357";"57731";"52";"303";"4271";
"1695";"20.09.2017";"119435";"641988000";"100846";"11840";"484";"6265";"64464";"57980";"1219";"61";"5204";
"1696";"21.09.2017";"109126";"641988001";"62978";"37981";"2378";"5789";"53561";"43249";"5278";"85";"4949";
"1697";"22.09.2017";"104143";"641988002";"53988";"41730";"1137";"7288";"50304";"39780";"3956";"306";"6262";
"1698";"23.09.2017";"126764";"641988003";"33415";"85771";"2415";"5163";"37366";"22008";"9933";"947";"4478";
"1699";"24.09.2017";"119132";"641988174";"35848";"83004";"280";"0";"33193";"23376";"9817";"0";"0";
"1700";"25.09.2017";"109241";"641988175";"52539";"48953";"2375";"5374";"51505";"35581";"11511";"3";"4410";
"1701";"26.09.2017";"106776";"641988176";"72024";"29164";"241";"5347";"52203";"44994";"2940";"1";"4268";
"1702";"27.09.2017";"146681";"641988177";"127074";"13048";"5";"6554";"105823";"99667";"794";"0";"5362";
"1703";"28.09.2017";"140148";"641988178";"61064";"72550";"0";"6534";"52946";"43044";"4527";"0";"5375";
"1704";"29.09.2017";"109472";"641988179";"67835";"34851";"231";"6555";"49532";"40567";"3477";"1";"5487";
"1705";"30.09.2017";"93479";"641988181";"58632";"29026";"216";"5605";"45168";"36664";"3585";"0";"4919";
"1706";"01.10.2017";"63634";"666552023";"62308";"1326";"0";"0";"42968";"42968";"0";"0";"0";
"1707";"02.10.2017";"111142";"666552074";"60393";"45064";"0";"5685";"48011";"40192";"3055";"0";"4764";
"1708";"03.10.2017";"103650";"666552111";"70284";"28797";"0";"4569";"55696";"48370";"3611";"0";"3715";
"1709";"04.10.2017";"87142";"666552137";"55681";"25226";"0";"6235";"38208";"31700";"1372";"0";"5136";
"1710";"05.10.2017";"100714";"666552172";"50927";"43480";"0";"6307";"45272";"37508";"2644";"0";"5120";
"1711";"06.10.2017";"85816";"666552197";"48409";"30590";"0";"6817";"37259";"29979";"1586";"0";"5694";
"1712";"07.10.2017";"95920";"666552222";"65385";"26138";"0";"4397";"46175";"38370";"3734";"0";"4071";
"1713";"08.10.2017";"90500";"666552240";"61636";"28854";"10";"0";"50039";"47760";"2279";"0";"0";
"1714";"09.10.2017";"133684";"666552275";"59742";"67861";"0";"6081";"44707";"35218";"4475";"0";"5014";
"1715";"10.10.2017";"124885";"666552289";"8267";"111640";"0";"4978";"23310";"8134";"11361";"0";"3815";
"1716";"11.10.2017";"91124";"666552321";"52069";"30399";"1166";"7490";"46518";"36533";"3725";"0";"6260";
"1717";"12.10.2017";"108464";"666552335";"40474";"60656";"0";"7334";"31096";"21465";"3771";"0";"5860";
"1718";"13.10.2017";"130771";"666552361";"33544";"88686";"2251";"6290";"29509";"15179";"8385";"576";"5369";
"1719";"14.10.2017";"39013";"666552385";"18391";"1578";"14415";"4629";"18728";"11187";"80";"3315";"4146";
"1720";"15.10.2017";"77237";"666552404";"42493";"34697";"47";"0";"33049";"29060";"3988";"1";"0";
"1721";"16.10.2017";"87437";"666552437";"50891";"29266";"0";"7280";"43361";"34966";"2444";"0";"5951";
"1722";"17.10.2017";"72183";"666554744";"18536";"44596";"3466";"5585";"21542";"13332";"2852";"870";"4488";
"1723";"18.10.2017";"119925";"666554770";"26550";"86988";"0";"6387";"28774";"14898";"8356";"0";"5520";
"1724";"19.10.2017";"118908";"666554787";"57988";"51072";"3367";"6481";"50013";"37696";"6523";"0";"5794";
"1725";"20.10.2017";"99219";"666554813";"13582";"77144";"3494";"4999";"22347";"10845";"6191";"1054";"4257";
"1726";"21.10.2017";"88405";"666554837";"17848";"62828";"2713";"5016";"24366";"13571";"5312";"961";"4522";
"1727";"22.10.2017";"97227";"666554888";"17648";"79485";"94";"0";"21363";"14556";"6792";"15";"0";
"1728";"23.10.2017";"130378";"666554900";"27804";"86927";"6720";"8927";"35172";"18326";"8254";"1329";"7263";
"7129";"24.10.2017";"89443";"666554931";"4566";"75509";"2621";"6747";"9229";"1677";"2303";"533";"4716";
"1730";"25.10.2017";"68564";"666554940";"57852";"3618";"5";"7089";"42252";"36039";"433";"0";"5780";
"1731";"26.10.2017";"98270";"666554972";"85491";"4098";"1941";"6740";"59832";"53879";"132";"331";"5490";
"1732";"27.10.2017";"95240";"666554992";"48242";"35144";"4967";"6887";"44831";"34414";"3410";"1030";"5977";
"1733";"28.10.2017";"66666";"666555016";"30247";"24552";"7303";"4564";"25381";"17715";"1909";"1551";"4206";
"1734";"29.10.2017";"96325";"666555042";"48512";"41388";"6425";"0";"36911";"31976";"3715";"1220";"0";
"1735";"30.10.2017";"107166";"666555050";"59085";"35608";"5200";"7273";"51797";"42534";"2541";"937";"5785";
"1736";"31.10.2017";"88623";"666555076";"35747";"39909";"6462";"6505";"32656";"23274";"3567";"1208";"4607";
"1737";"01.11.2017";"55091";"696680804";"33809";"7973";"6528";"6781";"32826";"26033";"603";"797";"5393";
"1738";"02.11.2017";"74346";"696680826";"58426";"7585";"2248";"6087";"50481";"44524";"642";"300";"5015";
"1739";"03.11.2017";"94989";"696680845";"55386";"30347";"4957";"4299";"45901";"39681";"2083";"730";"3407";
"1740";"04.11.2017";"78673";"696680860";"29330";"43628";"5715";"0";"23680";"19443";"3289";"948";"0";
"1741";"05.11.2017";"77719";"696680923";"36360";"36601";"4758";"0";"27164";"23327";"3061";"776";"0";
"1742";"06.11.2017";"103714";"696680947";"32810";"64636";"6268";"0";"28224";"23365";"3810";"1049";"0";
"1743";"07.11.2017";"81198";"696680963";"36979";"30344";"4919";"8956";"38003";"27379";"2178";"809";"7637";
"1744";"08.11.2017";"76745";"696680976";"34715";"31115";"4579";"6336";"32242";"24438";"1917";"651";"5236";
"1745";"09.11.2017";"65315";"696681014";"33631";"21223";"4238";"6223";"29441";"22807";"1066";"466";"5102";
"1746";"10.11.2017";"84425";"696681029";"57383";"13593";"6726";"6723";"46020";"39438";"201";"924";"5457";
"1747";"11.11.2017";"73008";"696681049";"45137";"17365";"4802";"5704";"26995";"30645";"697";"869";"4784";
"1748";"12.11.2017";"67397";"696681065";"43318";"16633";"7446";"0";"32693";"30487";"615";"1291";"0";
"1749";"13.11.2017";"84976";"696681082";"46858";"28187";"4686";"5245";"37337";"30647";"1592";"898";"4200";
"1750";"14.11.2017";"76872";"696681096";"31377";"33957";"6069";"5469";"27871";"20410";"2380";"1029";"4052";
"1751";"15.11.2017";"74171";"696681113";"57171";"5016";"6318";"5666";"38194";"32689";"98";"618";"4789";
"1752";"16.11.2017";"88277";"696681135";"53955";"24435";"3690";"6197";"36382";"29680";"1760";"0";"4942";
"1753";"17.11.2017";"104794";"696681156";"67759";"27101";"4673";"5261";"42152";"35414";"2077";"53";"4608";
"1754";"18.11.2017";"81614";"696681170";"37590";"32048";"7070";"4906";"32589";"26960";"1357";"13";"4259";
"1755";"19.11.2017";"72825";"696681187";"35474";"33120";"4231";"0";"25985";"23953";"2032";"0";"0";
"1756";"20.11.2017";"99076";"696681195";"44396";"42515";"7291";"4874";"33966";"24425";"1957";"3040";"4544";
"1757";"21.11.2017";"83719";"696681196";"44796";"28149";"6328";"4446";"29759";"22962";"2067";"1000";"3730";
"1758";"22.11.2017";"53598";"696681197";"42608";"2815";"1374";"6801";"29872";"24583";"20";"126";"5143";
"1759";"23.11.2017";"84439";"696681198";"73024";"2473";"2497";"6445";"43810";"38134";"6";"210";"5160";
"1760";"24.11.2017";"92201";"696681199";"48955";"37008";"1";"6237";"32859";"25916";"2203";"1";"4739";
"1761";"25.11.2017";"99993";"696681200";"50125";"44731";"1";"5136";"38443";"31149";"2721";"0";"4573";
"1762";"26.11.2017";"100019";"696681201";"32279";"65704";"2036";"0";"29994";"25001";"4733";"260";"0";
"1763";"27.11.2017";"118237";"696681202";"31652";"75124";"5847";"5614";"30938";"19648";"6039";"899";"4352";
"1764";"28.11.2017";"109924";"696681203";"25455";"68402";"11673";"4394";"21591";"11523";"5091";"1380";"3597";
"1765";"29.11.2017";"74894";"696681204";"35049";"30036";"4625";"5184";"22340";"16047";"1571";"417";"4305";
"1766";"30.11.2017";"75505";"696681205";"59238";"6525";"4144";"5598";"40973";"35804";"92";"405";"4672";
"1767";"01.12.2017";"59261";"832150829";"10208";"42062";"974";"6017";"13710";"5879";"2897";"74";"4860";
"1768";"02.12.2017";"40464";"832150833";"35317";"0";"832";"4315";"27289";"23191";"0";"92";"4006";
"1769";"03.12.2017";"40060";"832150835";"39298";"0";"762";"0";"26306";"26229";"0";"77";"0";
"1770";"04.12.2017";"87414";"832150838";"15613";"65279";"1072";"5450";"17350";"9112";"3793";"139";"4306";
"1771";"05.12.2017";"72170";"832150840";"13119";"54157";"1065";"3829";"14534";"7881";"3462";"122";"3069";
"1772";"06.12.2017";"65026";"832150841";"9312";"49314";"1063";"5337";"13228";"5456";"3043";"123";"4606";
"1773";"07.12.2017";"64306";"832150843";"8525";"49466";"1075";"5240";"11931";"4697";"2669";"124";"4441";
"1774";"08.12.2017";"75140";"832150845";"10836";"58185";"1110";"5009";"14698";"6267";"4063";"138";"4230";
"1775";"09.12.2017";"31616";"832150846";"26180";"0";"950";"4486";"20122";"15920";"0";"86";"4116";
"1776";"10.12.2017";"32412";"832150847";"31659";"0";"753";"0";"18800";"18739";"0";"61";"0";
"1777";"11.12.2017";"99890";"832150849";"27054";"66653";"1264";"4919";"24235";"15429";"4624";"133";"4049";
"1778";"12.12.2017";"89404";"832150851";"24287";"60340";"1196";"3581";"19116";"12519";"3724";"157";"2716";
"1779";"13.12.2017";"90328";"832150852";"22724";"61517";"1211";"4876";"21255";"12631";"4490";"129";"4005";
"1780";"14.12.2017";"95441";"832150853";"22616";"66426";"1318";"5081";"21437";"12623";"4553";"159";"4102";
"1781";"15.12.2017";"94085";"832150961";"24956";"63067";"1201";"4861";"23209";"13795";"5066";"154";"4194";
"1782";"16.12.2017";"42271";"832150962";"31382";"5658";"1058";"4173";"23288";"18368";"1215";"55";"3650";
"1783";"17.12.2017";"48588";"832150964";"42830";"4967";"791";"0";"28822";"27185";"1577";"60";"0";
"1784";"18.12.2017";"62724";"832150967";"24865";"31810";"1206";"4843";"22304";"15651";"2420";"118";"4115";
"1785";"19.12.2017";"30321";"832150968";"18651";"6163";"1171";"4336";"13706";"9676";"165";"118";"3747";
"1786";"20.12.2017";"66958";"832150969";"25753";"35163";"1270";"4772";"20821";"14412";"2259";"141";"4009";
"1787";"21.12.2017";"80212";"832150970";"29466";"44191";"1302";"5253";"25344";"17345";"3389";"161";"4449";
"1788";"22.12.2017";"42705";"832150971";"29927";"7475";"275";"5028";"22531";"17763";"414";"6";"4348";
"1789";"23.12.2017";"25361";"832150972";"20869";"1";"191";"4300";"17233";"13211";"0";"0";"4022";
"1790";"24.12.2017";"17169";"832150974";"17078";"0";"91";"0";"11086";"11082";"0";"4";"0";
"1791";"25.12.2017";"14526";"832150975";"8961";"203";"0";"5362";"8593";"5081";"0";"0";"4512";
"1792";"26.12.2017";"19985";"832150976";"16585";"11";"0";"3389";"11758";"8937";"0";"0";"2821";
"1793";"27.12.2017";"22910";"832150979";"18380";"0";"0";"4530";"14233";"10469";"0";"0";"3764";
"1794";"28.12.2017";"15710";"832150980";"10688";"154";"0";"4868";"10927";"6921";"0";"0";"4006";
"1795";"29.12.2017";"66366";"832508762";"28275";"32454";"824";"4813";"23785";"15731";"3890";"91";"4073";
"1796";"30.12.2017";"39256";"832508763";"33364";"362";"538";"4992";"23332";"18792";"117";"55";"4368";
"1797";"31.12.2017";"59074";"832508766";"58538";"178";"358";"0";"36656";"36578";"54";"24";"0";
"1798";"01.01.2018";"52472";"841852011";"52169";"101";"202";"0";"32270";"32205";"50";"15";"0";
"1799";"02.01.2018";"48527";"841852021";"47939";"205";"383";"0";"28789";"28636";"129";"24";"0";
"1800";"03.01.2018";"43549";"841852029";"42498";"605";"446";"0";"26619";"26265";"323";"31";"0";
"1801";"04.01.2018";"49886";"841852037";"49404";"482";"0";"0";"32745";"32569";"176";"0";"0";
"1802";"05.01.2018";"18608";"841852042";"17937";"671";"0";"0";"10985";"10698";"287";"0";"0";
"1803";"06.01.2018";"36207";"841852051";"35424";"783";"0";"0";"20558";"20272";"286";"0";"0";
"1804";"07.01.2018";"40530";"841852056";"39715";"815";"0";"0";"26256";"25980";"276";"0";"0";
"1805";"08.01.2018";"23805";"841852062";"23388";"417";"0";"0";"16507";"16361";"146";"0";"0";
"1806";"09.01.2018";"58919";"841852071";"19454";"35408";"0";"4057";"16936";"11074";"2210";"0";"3652";
"1807";"10.01.2018";"76714";"841852078";"25096";"45851";"718";"5049";"22278";"15094";"3186";"80";"3918";
"1808";"11.01.2018";"43098";"841852121";"8173";"29205";"686";"5034";"9894";"4739";"699";"64";"4392";
"1809";"12.01.2018";"65536";"841852128";"15195";"45247";"723";"4371";"15625";"8853";"2883";"82";"3807";
"1810";"13.01.2018";"27022";"841852135";"21325";"755";"577";"4365";"17483";"13522";"152";"36";"3773";
"1811";"14.01.2018";"22440";"841852144";"21348";"666";"426";"0";"14251";"13983";"248";"20";"0";
"1812";"15.01.2018";"59466";"841852147";"13078";"41312";"428";"4648";"13872";"7508";"1997";"20";"4347";
"1813";"16.01.2018";"72447";"841852481";"19953";"48722";"855";"2917";"16859";"11193";"3119";"93";"2454";
"1814";"17.01.2018";"73221";"841854231";"12730";"54640";"833";"5018";"14408";"7122";"3118";"49";"4119";
"1815";"18.01.2018";"51357";"841854986";"1581";"45316";"706";"3754";"4871";"835";"822";"50";"3164";
"1816";"19.01.2018";"66815";"841855450";"13084";"48843";"807";"4081";"14353";"7460";"3349";"93";"3451";
"1817";"20.01.2018";"8939";"841855822";"3995";"786";"555";"3603";"5910";"2468";"92";"51";"3299";
"1818";"21.01.2018";"10844";"841856937";"9691";"603";"550";"0";"6690";"6410";"243";"37";"0";
"1819";"22.01.2018";"63934";"841858690";"10779";"47671";"886";"4598";"13864";"6241";"3567";"74";"3982";
"1820";"23.01.2018";"64581";"841860822";"12876";"47461";"952";"3292";"14348";"7585";"3860";"76";"2827";
"1821";"24.01.2018";"72290";"841861153";"13685";"53086";"886";"4633";"15758";"7703";"3968";"83";"4004";
"1822";"25.01.2018";"68495";"841861160";"14846";"47508";"869";"5272";"15305";"8171";"2547";"83";"4504";
"1823";"26.01.2018";"83758";"841861164";"19177";"58598";"766";"5217";"15660";"11189";"54";"71";"4346";
"1824";"27.01.2018";"33288";"841861174";"28023";"605";"609";"4051";"20960";"17318";"0";"31";"3611";
"1825";"28.01.2018";"27888";"841861181";"27046";"336";"506";"0";"17421";"17421";"0";"0";"0";
"1826";"29.01.2018";"63332";"841861184";"4712";"52281";"756";"5583";"6075";"1346";"0";"0";"4729";
"1827";"30.01.2018";"40309";"841861187";"5365";"29453";"638";"4853";"4120";"0";"0";"0";"4120";
"1828";"31.01.2018";"50163";"841861193";"2657";"41898";"778";"4830";"4064";"0";"0";"0";"4064";
"1829";"01.02.2018";"279360";"856924903";"11447";"259521";"3487";"4905";"14005";"6777";"2947";"98";"4183";
"1830";"02.02.2018";"324482";"856924996";"14218";"301622";"3901";"4741";"15429";"8307";"3017";"99";"4006";
"1831";"03.02.2018";"17329";"856925101";"11170";"1716";"207";"4236";"11749";"6107";"1570";"40";"4032";
"1832";"04.02.2018";"2648";"856925143";"1510";"1099";"39";"0";"2380";"993";"1355";"32";"0";
"1833";"05.02.2018";"98512";"856925231";"1929";"90981";"610";"4992";"7665";"1059";"2517";"71";"4018";
"1834";"06.02.2018";"150704";"856925334";"4784";"140018";"2428";"3474";"8884";"2664";"3065";"121";"3034";
"1835";"07.02.2018";"193447";"856925387";"8366";"177358";"4000";"3723";"11416";"4936";"3327";"112";"3041";
"1836";"08.02.2018";"242681";"856925439";"11948";"221334";"5081";"4318";"14115";"7142";"3220";"109";"3644";
"1837";"09.02.2018";"266477";"856925988";"13919";"242105";"5479";"4974";"15843";"8447";"3215";"157";"4024";
"1838";"10.02.2018";"30147";"856926039";"23356";"1843";"155";"4793";"22367";"15385";"2515";"60";"4407";
"1839";"11.02.2018";"12954";"856926101";"11037";"1581";"336";"0";"9361";"7289";"2034";"38";"0";
"1840";"12.02.2018";"272582";"856926153";"17542";"243457";"5306";"6277";"19310";"10884";"2909";"117";"5400";
"1841";"13.02.2018";"298076";"856926236";"18393";"269754";"5191";"4738";"18468";"11331";"3006";"114";"4017";
"1842";"14.02.2018";"323437";"856926301";"20877";"290019";"6629";"5912";"21396";"13045";"3301";"121";"4929";
"1843";"15.02.2018";"305665";"856926345";"21031";"273068";"5263";"6303";"21534";"13080";"3238";"98";"5118";
"1844";"16.02.2018";"296205";"856926419";"17765";"267016";"5127";"6297";"19564";"11248";"2924";"109";"5283";
"1845";"17.02.2018";"29716";"856926455";"23744";"1372";"134";"4466";"22958";"16588";"2213";"48";"4109";
"1846";"18.02.2018";"22277";"856926499";"20935";"1166";"176";"0";"17001";"15104";"1843";"54";"0";
"1847";"19.02.2018";"276835";"856926545";"16615";"251125";"3074";"6021";"18271";"10387";"2763";"81";"5040";
"1848";"20.02.2018";"317785";"856926621";"17638";"291225";"4189";"4733";"18571";"11419";"2970";"93";"4089";
"1849";"21.02.2018";"355977";"856926673";"19076";"325682";"5052";"6167";"20163";"11740";"3143";"97";"5183";
"1850";"22.02.2018";"405371";"856926731";"24186";"368483";"6657";"6045";"23733";"15165";"3420";"121";"5027";
"1851";"23.02.2018";"37010";"856926803";"36301";"660";"49";"0";"26342";"24186";"2118";"38";"0";
"1852";"24.02.2018";"40869";"856926847";"37458";"668";"49";"3694";"30623";"25888";"2142";"44";"2549";
"1853";"25.02.2018";"36549";"856926908";"35619";"836";"94";"0";"26325";"24503";"1785";"37";"0";
"1854";"26.02.2018";"352310";"856926984";"22783";"321956";"4995";"2576";"19589";"14240";"2772";"91";"2486";
"1855";"27.02.2018";"352766";"856927030";"23638";"322687";"43";"6398";"22565";"14704";"2964";"8";"4889";
"1856";"28.02.2018";"422086";"856927110";"28170";"387579";"0";"6337";"24620";"16663";"2925";"0";"5032";
"1857";"01.03.2018";"410623";"860573070";"29977";"370955";"2980";"6711";"22583";"14411";"2455";"110";"5607";
"1858";"02.03.2018";"461860";"860573073";"35393";"416791";"3142";"6534";"27893";"18382";"3936";"103";"5472";
"1859";"03.03.2018";"50539";"860573077";"41836";"785";"2242";"5676";"29519";"24262";"61";"46";"5150";
"1860";"04.03.2018";"5692";"860573078";"3385";"676";"1631";"0";"2159";"2155";"1";"3";"0";
"1861";"05.03.2018";"296623";"860573079";"15223";"271753";"3168";"6479";"15528";"8155";"2050";"60";"5263";
"1862";"06.03.2018";"340022";"860573080";"21098";"309731";"3406";"5787";"20121";"12509";"2514";"91";"5007";
"1863";"07.03.2018";"396367";"860573081";"27755";"259520";"3094";"5998";"24848";"17929";"1832";"19";"5068";
"1864";"08.03.2018";"35888";"860573082";"33462";"661";"1765";"0";"18577";"18518";"48";"11";"0";
"1865";"09.03.2018";"36655";"860573084";"34016";"644";"1995";"0";"19848";"19788";"29";"31";"0";
"1866";"10.03.2018";"26685";"860573085";"24155";"701";"1829";"0";"13740";"13683";"35";"22";"0";
"1867";"11.03.2018";"38309";"860573086";"35749";"799";"1761";"0";"22861";"22820";"20";"21";"0";
"1868";"12.03.2018";"388945";"860573087";"28956";"351922";"2587";"5480";"17382";"10950";"1628";"67";"4737";
"1869";"13.03.2018";"361169";"860573090";"26865";"326846";"2730";"4728";"18723";"13601";"1071";"41";"4010";
"1870";"14.03.2018";"428524";"860573091";"32368";"387204";"2843";"6109";"23393";"16564";"1778";"49";"5002";
"1871";"15.03.2018";"337940";"860573092";"18261";"310588";"2751";"6340";"14277";"7814";"1163";"60";"5240";
"1872";"16.03.2018";"420932";"860573093";"28453";"383375";"3047";"6057";"20213";"12527";"2664";"6";"5016";
"1873";"17.03.2018";"50078";"860573094";"42197";"773";"2189";"4919";"26008";"21553";"17";"24";"4413";
"1874";"18.03.2018";"50937";"860573095";"48721";"656";"1560";"0";"24119";"24092";"12";"15";"0";
"1875";"19.03.2018";"436778";"860573096";"39959";"387001";"2878";"6940";"27004";"18438";"3093";"36";"5437";
"1876";"20.03.2018";"437050";"860573097";"40913";"388318";"3018";"4801";"23848";"17162";"2663";"18";"4005";
"1877";"21.03.2018";"470535";"860573098";"43316";"417830";"3058";"6331";"28976";"21733";"2055";"46";"5142";
"1878";"22.03.2018";"423665";"860573099";"38858";"374961";"2858";"6988";"22163";"15907";"629";"22";"5605";
"1879";"23.03.2018";"426786";"860573100";"32683";"385814";"2566";"5723";"20801";"16402";"0";"0";"4399";
"1880";"24.03.2018";"53420";"860573101";"44321";"1857";"2241";"5001";"19369";"14826";"2";"0";"4541";
"1881";"25.03.2018";"58486";"860573103";"55309";"1523";"1654";"0";"19751";"19751";"0";"0";"0";
"1882";"26.03.2018";"449237";"860573104";"43232";"396548";"2721";"6736";"24126";"18878";"0";"0";"5248";
"1883";"27.03.2018";"265615";"860573107";"19572";"238183";"2327";"5533";"13459";"8816";"0";"0";"4643";
"1884";"28.03.2018";"451331";"860573108";"33624";"408709";"3094";"5904";"20183";"15595";"0";"0";"4588";
"1885";"29.03.2018";"461204";"860573109";"39412";"412242";"3251";"6299";"17232";"12206";"0";"0";"5026";
"1886";"30.03.2018";"497383";"860573110";"41194";"447878";"2160";"6151";"21482";"16416";"0";"0";"5066";
"1887";"31.03.2018";"52372";"860573113";"45924";"1578";"0";"4870";"21821";"17328";"0";"0";"4493";
"1888";"01.04.2018";"57853";"862389276";"54640";"1530";"1683";"0";"39479";"39281";"138";"60";"0";
"1889";"02.04.2018";"419082";"862389299";"36008";"373645";"3028";"6401";"28750";"23505";"14";"0";"5231";
"1890";"03.04.2018";"430130";"862389316";"36126";"387579";"2428";"3997";"26735";"23297";"20";"0";"3418";
"1891";"04.04.2018";"466098";"862389367";"40075";"417136";"3183";"5704";"30662";"25833";"14";"124";"4691";
"1892";"05.04.2018";"471279";"862389411";"42699";"418996";"3154";"6430";"33445";"27922";"21";"150";"5352";
"1893";"06.04.2018";"481759";"862389435";"45473";"429383";"3082";"3821";"34520";"31164";"15";"170";"3171";
"1894";"07.04.2018";"69198";"862389460";"59267";"2250";"2268";"5413";"48961";"43599";"187";"104";"5071";
"1895";"08.04.2018";"79704";"862389499";"76552";"1673";"1479";"0";"56952";"56705";"208";"39";"0";
"1896";"09.04.2018";"479239";"862389559";"57701";"407109";"3093";"11336";"49362";"39757";"11";"101";"9493";
